delegator_count_day1,delegator_count_day2,delegator_count_day3,delegator_count_day4,delegator_count_day5,delegator_count_day6,delegator_count_day7,delegator_count_day8,delegator_count_day9,delegator_count_day10,delegator_count_day11,delegator_count_day12,delegator_count_day13,delegator_count_day14,delegator_count_day15,delegator_count_day16,delegator_count_day17,delegator_count_day18,delegator_count_day19,delegator_count_day20,delegator_count_day21,delegator_count_day22,delegator_count_day23,delegator_count_day24,delegator_count_day25,delegator_count_day26,delegator_count_day27,delegator_count_day28,delegator_count_day29,delegator_count_day30,delegator_weight_day1,delegator_weight_day2,delegator_weight_day3,delegator_weight_day4,delegator_weight_day5,delegator_weight_day6,delegator_weight_day7,delegator_weight_day8,delegator_weight_day9,delegator_weight_day10,delegator_weight_day11,delegator_weight_day12,delegator_weight_day13,delegator_weight_day14,delegator_weight_day15,delegator_weight_day16,delegator_weight_day17,delegator_weight_day18,delegator_weight_day19,delegator_weight_day20,delegator_weight_day21,delegator_weight_day22,delegator_weight_day23,delegator_weight_day24,delegator_weight_day25,delegator_weight_day26,delegator_weight_day27,delegator_weight_day28,delegator_weight_day29,delegator_weight_day30,validator_count_day1,validator_count_day2,validator_count_day3,validator_count_day4,validator_count_day5,validator_count_day6,validator_count_day7,validator_count_day8,validator_count_day9,validator_count_day10,validator_count_day11,validator_count_day12,validator_count_day13,validator_count_day14,validator_count_day15,validator_count_day16,validator_count_day17,validator_count_day18,validator_count_day19,validator_count_day20,validator_count_day21,validator_count_day22,validator_count_day23,validator_count_day24,validator_count_day25,validator_count_day26,validator_count_day27,validator_count_day28,validator_count_day29,validator_count_day30,validator_weight_day1,validator_weight_day2,validator_weight_day3,validator_weight_day4,validator_weight_day5,validator_weight_day6,validator_weight_day7,validator_weight_day8,validator_weight_day9,validator_weight_day10,validator_weight_day11,validator_weight_day12,validator_weight_day13,validator_weight_day14,validator_weight_day15,validator_weight_day16,validator_weight_day17,validator_weight_day18,validator_weight_day19,validator_weight_day20,validator_weight_day21,validator_weight_day22,validator_weight_day23,validator_weight_day24,validator_weight_day25,validator_weight_day26,validator_weight_day27,validator_weight_day28,validator_weight_day29,validator_weight_day30,validator_versions
53066,52495,52279,52619,53019,53190,53020,52395,52091,51655,50470,49687,50097,52791,52483,51703,50849,50090,49669,49883,50965,50927,50678,50108,49462,52362,54265,53944,53760,53707,46715044021423490,46634941152348150,45920356026594470,46621516145511970,46756129228076270,46376745083649670,46455922409664536,46405429065954020,45683955096165680,45826611495011500,43698250986006390,45809996539444664,45679786030612050,46228192578962570,46434000061271780,47082824602059220,46524471434599930,46853998875283440,47703519662126980,47772137794121864,47862729826003720,47735060261807944,48021211999683860,46974232972683290,47633358153108344,48648362371619420,49273796060595680,48999124168141740,49130187450516056,49198568524464136,1116,1119,1137,1160,1169,1170,1172,1184,1246,1253,1372,1377,1398,1365,1403,1401,1384,1361,1382,1394,1391,1376,1341,1229,1357,1432,1440,1444,1399,1446,163406319077503700,163236431293637540,163065079112112130,154289116634992200,160567767634160930,162776982949829340,165389306800909820,171270230227457800,173536036286283420,177420764116188320,175113295304558100,179239643079525820,176767160386394700,176288126663578700,175322720524440450,180473261093880220,180523143368768060,185779731205047360,184100259957853820,185509400089408000,186774598358910850,187760809062139330,187801771170771620,184743680016114850,186214088020896740,187113406631822200,184426638525839650,188028325588720960,187936308111693020,187945991712508580,"{""avalanchego/1.13.1"":{""validatorCount"":27,""amountStaked"":""10114017701744745""},""avalanchego/1.13.3"":{""validatorCount"":110,""amountStaked"":""11788741302296202""},""avalanchego/1.13.2"":{""validatorCount"":243,""amountStaked"":""43520664448353278""},""avalanchego/1.13.0"":{""validatorCount"":317,""amountStaked"":""13745659149982027""},""avalanchego/1.13.4"":{""validatorCount"":380,""amountStaked"":""130130068186817308""}}"
